#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
167,"Violin Sonata No. 1 in A Minor, Op. 105: III. Lebhaft",Robert Schumann,2022-11-18,102,12,43,-21,48,5:34,97,23,195,137,Classical
168,In Retrospect,Jacob Mühlrad,2022-11-18,72,21,25,-18,4,2:08,80,33,327,3172,Classical
169,In the Bleak Midwinter (Arr. J. Lenehan for Saxophone & Harp),Gustav Holst,2022-11-18,102,2,24,-25,20,2:07,99,22,347,148,Classical
170,"Liszt: 3 Études de concert, S.144: No. 2 in F Minor, ""La leggierezza""",Franz Liszt,2022-11-18,144,14,24,-25,4,5:23,98,22,343,6593,Classical
171,everything i wanted (notturno),Atlys,2022-11-18,87,34,20,-12,15,5:33,35,22,93,1872,Classical
172,Teacher,Abel Korzeniowski,2022-11-16,89,29,40,-15,40,2:27,88,29,94,4651,Classical
173,String Quartet in E Flat Major: I. Adagio Ma Non Troppo - Live,Fanny Mendelssohn,2022-11-18,175,12,12,-18,5,4:59,95,21,161,6634,Classical
174,"Mass No. 17 in C Minor, K. 427 ""Great"" (Completed by F. Beyer): VI. Gloria. Qui tollis peccata mundi",Wolfgang Amadeus Mozart,2022-11-18,87,15,13,-20,5,5:13,99,21,296,4888,Classical
175,"Le carnaval des animaux, R. 125: XIII. Le Cygne (Arr. K. Kobayashi for Cello Ensemble)",Camille Saint-Saëns,2022-11-18,60,18,7,-20,8,3:02,79,20,461,7925,Classical
176,From the Green Heart of the Waters,Samuel Coleridge-Taylor,2022-11-18,113,16,25,-19,8,2:58,98,21,925,7137,Classical
177,Overture,Nicholas Britell,2022-11-18,52,32,25,-15,12,2:02,96,26,59,1349,Classical
178,Symphony No. 5: IV. Adagietto. Sehr langsam (Very slow),Gustav Mahler,2022-11-18,76,4,7,-25,3,9:57,50,20,348,3781,Classical
179,Listen - Upper voices,Reena Esmail,2022-11-18,69,3,23,-30,5,3:43,99,19,328,7293,Classical
