#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
229,i can't help it,JVKE,2022-09-23,156,64,46,-4,34,2:58,24,66,523,8164,Pop
230,Tissues,YUNGBLUD,2022-08-30,90,91,61,-3,82,3:35,1,66,368,9472,Pop
231,Lego Blocks,NERIAH,2022-05-27,135,88,64,-2,51,2:39,16,66,69,5423,Pop
232,Wish You the Worst,Ryan Mack,2022-05-18,95,58,70,-7,59,2:23,6,66,369,4337,Pop
233,Head on Fire,Griff,2022-01-19,96,73,69,-6,66,3:09,2,65,370,175,Pop
234,Blonde,Maisie Peters,2022-08-05,180,82,41,-4,63,3:02,9,65,791,2956,Pop
235,YOU AGAINST YOURSELF,Ruel,2022-08-17,178,85,47,-6,63,2:26,4,65,792,1452,Pop
236,See The Light,Stephen Sanchez,2022-08-19,118,80,73,-5,69,3:00,16,65,306,839,Pop
237,Friend Like Me,Rachel Grae,2022-06-24,154,65,67,-6,71,2:32,45,65,105,4179,Pop
238,BOYTOY,Halle Abadi,2022-10-21,127,47,85,-7,82,1:50,18,65,371,8127,Pop
239,FU In My Head,Cloudy June,2022-02-04,138,49,82,-8,35,2:47,49,64,372,8784,Pop
240,sun keeps on shining,almost monday,2022-06-03,88,77,63,-6,78,2:47,14,64,373,8215,Pop
241,Come First,Astrid S,2022-09-23,134,80,76,-7,60,2:13,1,63,374,24,Pop
242,All My Exes' Moms,Brooke Alexx,2022-08-25,112,64,83,-6,87,2:05,29,63,375,3295,Pop
243,That's Where I Am,Maggie Rogers,2022-07-29,181,76,27,-4,15,4:13,13,63,398,3056,Pop
244,next door (feat. ASTN),Amelia Moore,2022-09-23,102,50,77,-6,60,3:28,55,62,184,5754,Pop
245,The Bottom,Gracie Abrams,2021-11-12,95,60,72,-5,90,3:00,41,62,524,1456,Pop
246,Casual,Chappell Roan,2022-10-28,131,41,51,-7,34,3:53,23,62,185,8507,Pop
247,neverletyougo,ROLE MODEL,2022-04-08,147,33,79,-10,41,2:58,32,61,399,5507,Pop
248,Off Season,Austin George,2022-11-04,91,79,57,-6,45,3:11,6,61,400,4466,Pop
249,All I Ever Asked,Rachel Chinouriri,2022-03-08,115,46,91,-8,85,3:35,47,60,401,8720,Pop
250,Worst Thing,NOTD,2022-09-09,115,64,80,-5,49,2:38,4,60,186,4692,Pop
251,Hey Cowboy,Devon Cole,2022-10-21,91,45,77,-7,90,3:07,3,60,1219,5155,Pop
252,Cyclone,Maude Latour,2022-09-02,128,84,65,-5,82,3:37,6,59,187,1231,Pop
253,Cherry (feat. Hayley Kiyoko),FLETCHER,2021-11-17,118,59,81,-5,61,2:33,20,59,1130,2452,Pop
254,Into My Body,UPSAHL,2022-10-27,122,60,74,-6,82,2:24,12,59,402,1063,Pop
